Total	X1	X2	M1	M2	S1	S2
1285	1119.6	5	105.62	1.6482	63.970564	8.8994348
1287	1111.2	5	109.82	2.4238	73.040301	8.8328228
1288	1132.9	5	103.42	2.264	86.2189868	4.4213838
1290	1126.8	5	99.2	2.3654	83.3800604	5.5888132
1292	1128.4	5	106.92	2.0718	75.5463044	8.9782452
1296	1137.6	5	100.572	2.0248	80.8538704	7.71196
1298	1134.3	5	109.1	2.0588	70.1130872	7.5451442
1300	1139.1	5	109	2.9012	75.6932016	10.605112
1302	1164.3	5	105.44	2.2994	85.35641	8.3853172
1305	1150.8	5.2	112	2.2798	84.5527004	7.0585116
1306	1149.9	5	105.4	1.9232	83.4260436	6.9941456
1309	1158.7	5	110.18	1.9078	82.0948248	9.3042844
1311	1158.8	5	108.5	2.0676	74.2864692	9.1586456
1312	1168.9	5	103.66	1.8296	75.1352758	8.8626452
1316	1169.9	5	107.98	2.3768	83.8218572	7.9078764
1319	1074.7	5	104.46	1.8728	77.107125	6.1243232
1320	1185.6	5	109.88	2.0072	79.7035492	5.4545806
1323	1176.9	5	113.68	2.9296	87.1646072	7.9343696
1325	1185.9	5.2	117.1	1.9306	86.4262968	10.1350952
1327	1191.7	5	119.86	1.75	83.7680976	7.1643576
1330	1197.7	5	105.98	1.845	71.6643854	7.8151632
1333	1208.2	5	122.34	2.1438	90.793184	8.1959272
1334	1211.4	5.1	105.26	2.1172	85.3920704	6.2958344
1335	1208.3	5	105.58	2.2406	88.2999564	5.839296
1336	1209.7	5	115.22	2.1708	91.8136572	7.8233808
1339	1213.5	5	114.64	2.4164	87.7510388	6.7356744
1342	1224.8	5	110.98	2.2132	86.8371916	6.5544904
1344	1222.3	5	107.3	2.224	69.438417	6.9599608
1347	1097.2	5	111.7	2.3552	83.5087552	8.8874556
1348	1269.9	5.2	108.5	1.6464	90.8020396	7.397192
1350	1224.1	5.2	111.54	2.2198	93.241368	10.0155756
1353	1238.7	5	109.34	1.924	87.3238488	6.974274
1357	1249.9	5.1	109.48	2.1244	91.368436	5.8986264
1358	1263.3	5	119.82	1.8586	87.7888052	9.417124
1361	1247	5	113.66	1.9346	88.5523972	6.8611886
1363	1257.7	5	110.46	2.473	73.4749908	4.392492
1365	1264.1	5	118.92	2.2628	80.9384234	7.0434568
1368	1266.3	5.2	113.04	2.0882	89.1553192	3.7988682
1371	1312.4	5	117.38	2.1918	89.4708712	7.5251064
1372	1264.9	5	121.68	2.1026	74.5829082	6.2798244
1375	1270.5	5.2	114.64	2.1854	89.7782688	8.1378572
1377	1288.2	5	122.02	2.4054	89.6534448	6.9258904
1380	1298.4	5.1	109.5	1.9804	90.60552	6.2002792
1382	1293.4	5	113.22	2.0934	73.219993	8.3734568
1386	1293.8	5	114.68	1.839	96.4374832	7.1172788
1392	1312.6	5	114.92	2.4116	92.7650008	4.026737
1395	1352	5.2	124.8	2.3784	92.8955904	6.7614784
1396	1314.4	5	123.36	2.252	95.2249176	6.6046432
1400	1318	5.3	119.48	2.4664	86.2255256	7.7647752
1401	1328.2	5.2	116.34	2.9498	93.6235508	5.4492592
1406	1339	5	125.1	1.9812	94.0226288	9.2223616
1410	1339.8	5	118.36	2.4708	95.105126	7.616336
1416	1362.2	5	122.46	2.1078	95.849582	3.9188688
1421	1358.4	5	118.24	1.8106	101.5603608	5.6872822
1425	1369.6	5.3	120.96	3.1548	88.191396	7.3328308
1430	1385.1	5.2	122.04	1.702	96.61483	11.9661352
1435	1390.6	5	122.36	2.3674	99.6198832	8.6368644
1440	1403.3	5	120.74	1.7912	99.4132184	4.9521624
1445	1406	5	133.56	2.1934	100.5074028	4.2477776
1450	1416.8	5	125.96	2.0282	101.7499404	7.84536
1455	1451.3	5	119.16	2.0576	105.05583	8.4812336
1460	1433.4	5	125.78	2.3778	103.7304676	4.9860686
1470	1454.2	5.1	137.24	2.6754	105.6127296	8.0572336
1475	1467.5	5.3	125.48	3.4106	104.773838	7.0605108
1485	1494.4	5.2	127.52	1.9634	109.6030596	9.394359
1500	1517.1	5.7	128.4	2.4194	108.21371	6.7296752
