Total	S3	S4	S5	S6	S8
1170	3.9511756	186.5338324	4.6481244	64.3370072	202.8841672
1173	6.4841352	190.1105508	6.4306332	55.5596328	164.4455566
1174	4.0370794	187.3998536	4.8986504	61.367906	205.7698468
1175	4.2497362	135.9043116	3.8472882	41.6589646	211.9760648
1176	3.4560554	144.374939	4.9932848	53.8796752	184.6645428
1179	5.3075356	186.3966658	4.8723238	47.4110922	252.2944998
1180	4.6326216	198.0861952	4.9513292	61.945352	195.824342
1182	3.7646914	198.8207968	4.666722	61.850822	189.4027768
1183	10.1293062	171.427192	6.1500044	55.3696872	195.1204918
1185	11.0185818	192.7044996	6.9752348	54.6548568	224.9412564
1187	7.0898064	216.4329104	5.8964128	63.062623	222.272524
1188	4.1002846	234.7423716	3.3883638	60.3092642	227.2326
1189	4.8736406	180.623732	5.4823548	73.7337602	384.6652196
1190	4.8525148	166.4864192	4.3924852	56.1920348	206.7802344
1192	4.240455	162.7749494	5.4062944	49.4943818	217.1233212
1194	4.9189704	209.548486	5.0233136	63.1365232	215.4709836
1196	3.8535934	173.4724068	4.6416716	61.6049124	214.274936
1197	4.8730812	186.3566464	4.9153336	62.0724848	190.27584
1198	8.230646	186.3480972	5.7841226	50.3077622	203.5783944
1200	3.169235	190.0372788	3.9278762	62.004942	208.078362
1201	3.6508592	207.0172256	4.474864	62.956602	188.200825
1203	4.7457156	184.9902156	4.5971902	64.9679904	196.9375496
1204	4.8216032	199.5985784	5.0617516	57.3786924	216.0575684
1205	4.5653534	215.881164	5.7717652	56.011134	221.1200528
1209	4.7468176	209.2179936	4.747556	61.672869	214.0863084
1210	4.656641	216.3521176	4.8607776	69.5394056	207.3726656
1211	5.098662	174.8862786	5.219896	62.983664	213.6302836
1212	5.5859572	216.8230572	5.3778114	72.5376848	193.3682472
1215	3.7064534	210.1617492	3.9697248	59.2836268	299.0368836
1218	4.4599352	193.65724	5.709296	63.7981408	199.0073182
1219	2.8725484	180.4633292	6.2970036	59.2907272	216.6733896
1222	6.6253024	397.27997	5.1161008	51.1927922	241.574342
1223	4.4190748	210.7788788	4.708886	63.5707716	218.4970636
1224	11.572354	244.1553328	5.7684768	53.7632966	210.1646088
1225	4.6431914	212.2475756	5.244486	67.42752	219.6333548
1228	4.1042426	230.41296	5.1224292	66.1608916	293.215555
1230	4.572312	210.722538	4.2612682	67.779322	221.7942008
1232	4.2937446	199.4555678	5.8160884	80.4667508	227.845468
1235	5.010076	238.3055244	5.4335642	52.7419368	213.554151
1236	11.7086596	245.7213304	6.7067356	52.5675408	187.4615922
1237	4.3532724	216.1340296	4.6851112	65.5522132	215.692244
1239	4.7598568	198.49531	3.9082142	65.704566	216.3911052
1242	4.4959688	206.5221372	5.8788494	66.5189204	224.887556
1245	3.7810068	180.695077	5.1604104	79.7811224	187.67757
1246	4.4633304	218.7882456	4.9486152	66.0444992	223.5703804
1247	3.7812434	214.887748	5.1114424	66.08985	229.9057412
1248	6.0942982	219.7929178	5.7545844	70.9204884	176.7644716
1249	8.879133	222.4574588	6.4363624	65.513456	198.955632
1250	7.4817928	244.9164184	11.2014568	55.7019464	231.4780858
1251	4.3878292	231.2016952	4.3702256	59.5931276	230.3001828
1253	4.3231318	199.3612248	4.724113	83.3435704	222.6525684
1254	5.3525116	224.5703504	5.1897092	78.768936	241.2507424
1255	4.4523996	230.7341148	6.2779484	68.126476	242.5270748
1258	4.5401972	211.5848134	6.1105164	55.256114	241.7028144
1260	3.4192514	229.176766	5.0609916	62.9074044	273.764204
1261	5.3675032	205.1528736	5.5738724	84.358136	222.6850724
1262	10.9548784	222.2396572	4.8147986	63.1052022	196.5712878
1265	4.2726072	211.081314	6.1438296	67.7488068	203.748924
1268	4.5671714	225.114886	5.274666	64.6165228	203.827628
1269	4.6803464	495.5977804	4.9682316	69.125326	215.191613
1272	4.4004462	227.566672	6.7699364	66.4012882	196.8670014
1274	4.4540098	327.9260388	4.5107438	69.0909988	267.6973176
1275	4.8662452	208.0077588	5.1702284	88.4869792	231.4466348
1276	6.1129872	224.68798	5.2114356	70.76958	239.3382416
1278	2.9365406	241.9313548	5.7848584	70.5218204	245.510044
1282	4.3167404	239.6719136	4.717358	70.429594	244.358498
1283	3.8451842	218.2496804	5.0195796	86.7161412	206.3093014
1285	4.1836026	208.7875206	6.5953988	64.0637324	258.4680916
1287	6.178634	155.6248046	6.3046012	57.0546946	224.729173
1288	4.6504516	225.6792664	4.8503308	80.6561356	234.4451912
1290	4.8149736	228.7587788	4.7088966	78.484837	238.152478
1292	4.3580974	310.6202348	6.493494	72.0897032	243.4042872
1296	3.7456602	251.912052	5.7927116	75.0210824	246.2284044
1298	4.205248	206.9088664	4.5755138	66.3807708	245.5219632
1300	4.906063	204.6368734	6.361306	73.5685796	214.274902
1302	5.326834	192.5916984	5.5189904	85.346108	245.8105404
1305	4.5463656	218.2150664	4.4964182	81.3536152	213.1419788
1306	4.337688	223.7521558	6.016124	69.0240382	208.8218608
1309	5.0641496	207.4728062	6.205096	65.0311566	256.684966
1311	3.6709084	231.7509012	5.7474632	65.8435884	234.9858318
1312	2.7250416	239.110128	4.6834468	85.2300108	243.9527788
1316	5.1712252	248.5135776	4.5280438	90.5369824	222.923172
1319	5.4740396	243.0660848	4.6599432	83.1019832	257.680132
1320	4.3964734	213.5248326	4.8429824	69.240295	253.9947024
1323	5.0653128	236.6457662	5.6442604	76.8813184	270.6879412
1325	5.1748608	236.4783806	4.8937546	51.9958076	244.5566392
1327	3.8003898	228.2714544	4.6621684	86.013472	266.4005912
1330	5.7248096	229.7749632	5.164486	93.4896848	264.483024
1333	4.9758848	277.7239956	5.1603968	78.2734522	271.0535424
1334	5.4815632	218.4745616	5.9523908	91.1457048	238.4727598
1335	5.1194436	240.7873908	5.0072862	73.6584772	254.7335456
1336	5.1254448	268.3374432	6.4307212	76.2335756	213.0186126
1339	5.3282836	255.7492716	6.4170196	95.142618	263.4983356
1342	4.951286	254.990122	5.5116628	70.6766976	263.78393
1344	5.3268148	270.4476736	5.3205376	98.0645992	268.145584
1347	5.2363732	274.7772248	6.6917756	76.6779884	281.0682736
1348	4.9740292	240.735752	6.2082434	89.279774	273.8654016
1350	10.2373072	239.0715992	5.3243608	81.0634428	278.5229468
1353	6.589046	260.6541808	6.5723712	98.9299652	277.721248
1357	4.5707812	244.6028936	5.9669412	76.5880152	249.2164436
1358	5.2901616	246.090159	6.1094336	97.1148628	276.9311684
1361	5.3100064	270.1037132	6.266722	95.8205016	274.8039432
1363	5.4677732	266.603078	4.6226998	88.4005768	263.5253244
1365	5.3633972	232.1590084	5.2780636	77.0929472	262.5322836
1368	5.4146352	281.6268952	5.4534076	102.0136588	274.794692
1371	3.9528352	317.5369048	5.5674352	78.2234328	249.854069
1372	5.4785556	288.587088	6.0211072	79.093494	280.133026
1375	5.4365984	276.5299812	5.4216748	103.2425112	284.7193448
1377	6.2914996	240.7198264	6.047201	81.3727576	283.7046172
1380	5.409939	247.6740708	6.968296	63.774771	263.6424864
1382	6.3449364	287.3748784	6.9131972	83.4840576	249.3919836
1386	4.4951738	269.8501036	5.4629884	83.6266656	270.3129648
1392	5.1319056	278.6537572	4.9169802	75.8874338	253.480717
1395	4.6582606	270.4715712	6.0629894	81.5435288	279.6133432
1396	6.1169104	296.8342532	5.9774656	83.5932328	288.626532
1400	5.7946268	288.25926	4.8836544	102.0837984	264.8911448
1401	59.8744456	275.4727684	4.8920526	81.4474432	286.2890268
1406	4.1332634	264.6046846	5.1626108	84.5892284	290.6253248
1410	5.0708316	284.2047596	3.9197926	77.4937738	295.2921464
1416	4.9974946	287.8566428	4.8372264	86.6002312	283.9352552
1421	5.7319428	266.7586164	5.5072608	66.1128046	295.8832476
1425	5.2338864	288.2795468	5.8825268	83.9248396	301.6065628
1430	4.715447	299.8179752	5.3344296	87.507622	290.8321504
1435	5.092688	260.3817652	5.933032	84.78165	298.0374664
1440	4.2028516	293.4091544	5.8357584	88.8635396	295.3524776
1445	5.3974344	300.4309024	5.7298742	77.3495074	274.2698638
1450	5.06516	297.2211916	5.1987208	87.4279236	312.0204836
1455	5.3957648	308.367304	7.0877124	71.4064684	270.600294
1460	5.750784	291.0379904	5.852021	88.3005584	298.4992616
1470	4.9922954	314.6536172	6.8933968	90.8827852	315.13158
1475	4.9476318	309.3064596	5.1426788	80.6466096	318.2927012
1485	5.340154	305.920768	5.5527708	92.2322116	305.0948288
1500	5.87533	314.7344016	5.6114624	95.7969656	367.8207224
